Frame,X,Y,Z
59,-0.2736266731428537,-0.15042753652431437,-0.95
60,-0.2636413102375979,-0.1673118631066031,-0.95
61,-0.25261547552709196,-0.18353588620272948,-0.95
62,-0.24059268294371322,-0.19903557700558444,-0.95
63,-0.2276203809570973,-0.2137497653167038,-0.95
64,-0.21374976531670387,-0.22762038095709722,-0.95
65,-0.19903557700558439,-0.24059268294371328,-0.95
66,-0.18353588620272968,-0.2526154755270918,-0.95
67,-0.16731186310660304,-0.2636413102375979,-0.95
68,-0.15042753652431434,-0.2736266731428537,-0.95
69,-0.1329495411791682,-0.2825321565773508,-0.95
70,-0.11494685473385595,-0.2903226146665014,-0.95
71,-0.09649052556713186,-0.2969673020313494,-0.95
72,-0.077653392378322,-0.30243999512653486,-0.95
73,-0.058509796726255565,-0.3067190957326464,-0.95
74,-0.03913528963709407,-0.30978771619452694,-0.95
75,-0.019606333438947826,-0.31163374606913297,-0.95
76,-5.735937607065171e-17,-0.31224989991991997,-0.95
77,0.019606333438947715,-0.31163374606913297,-0.95
78,0.03913528963709395,-0.30978771619452694,-0.95
79,0.05850979672625544,-0.30671909573264644,-0.95
80,0.07765339237832217,-0.3024399951265348,-0.95
81,0.09649052556713177,-0.2969673020313495,-0.95
82,0.11494685473385585,-0.29032261466650144,-0.95
83,0.1329495411791681,-0.28253215657735087,-0.95
84,0.15042753652431445,-0.2736266731428536,-0.95
85,0.16731186310660318,-0.2636413102375978,-0.95
86,0.18353588620272954,-0.25261547552709185,-0.95
87,0.1990355770055843,-0.24059268294371333,-0.95
88,0.21374976531670367,-0.22762038095709738,-0.95
89,0.2276203809570971,-0.21374976531670398,-0.95
90,0.24059268294371322,-0.19903557700558439,-0.95
91,0.25261547552709174,-0.18353588620272968,-0.95
92,0.26364131023759774,-0.1673118631066033,-0.95
93,0.27362667314285355,-0.15042753652431456,-0.95
94,0.2825321565773507,-0.13294954117916846,-0.95
95,0.2903226146665014,-0.11494685473385596,-0.95
96,0.2969673020313494,-0.09649052556713188,-0.95
97,0.3024399951265348,-0.07765339237832228,-0.95
98,0.30671909573264633,-0.05850979672625558,-0.95
99,0.3097877161945269,-0.03913528963709409,-0.95
100,0.31163374606913297,-0.019606333438947847,-0.95
101,0.4358898943540673,0.0,-0.9
102,0.43502976521713466,0.027369752924069405,-0.9
103,0.43245277234308466,0.05463148993739822,-0.9
104,0.42816908594547526,0.08167762141869775,-0.9
105,0.4221956117774876,0.10840140864321349,-0.9
106,0.4145559244126418,0.13469738503170725,-0.9
107,0.40528017420672574,0.16046177237886255,-0.9
108,0.3944049683081153,0.18559289041844912,-0.9
109,0.3819732261860831,0.20999155810888043,-0.9
110,0.3680340102472621,0.23356148505547328,-0.9
111,0.3526423322087409,0.25620965152464487,-0.9
112,0.3358589359919486,0.2778466755503044,-0.9
113,0.31775005799414857,0.2983871656836386,-0.9
114,0.29838716568363866,0.31775005799414857,-0.9
115,0.27784667555030446,0.3358589359919486,-0.9
116,0.2562096515246449,0.35264233220874086,-0.9
117,0.23356148505547328,0.3680340102472621,-0.9
118,0.20999155810888037,0.38197322618608315,-0.9
119,0.18559289041844912,0.39440496830811533,-0.9
120,0.1604617723788626,0.4052801742067258,-0.9
121,0.13469738503170728,0.4145559244126418,-0.9
122,0.10840140864321347,0.4221956117774876,-0.9
123,0.0816776214186978,0.4281690859454753,-0.9
124,0.05463148993739832,0.4324527723430847,-0.9
125,0.027369752924069464,0.43502976521713466,-0.9
126,2.6690558195069322e-17,0.4358898943540673,-0.9
127,-0.027369752924069415,0.4350297652171347,-0.9
128,-0.05463148993739817,0.43245277234308466,-0.9
129,-0.08167762141869775,0.4281690859454753,-0.9
130,-0.10840140864321351,0.4221956117774876,-0.9
131,-0.1346973850317071,0.41455592441264183,-0.9
132,-0.16046177237886247,0.40528017420672585,-0.9
133,-0.18559289041844917,0.39440496830811533,-0.9
134,-0.20999155810888048,0.3819732261860831,-0.9
135,-0.23356148505547336,0.36803401024726207,-0.9
136,-0.2562096515246448,0.3526423322087409,-0.9
137,-0.2778466755503044,0.3358589359919486,-0.9
138,-0.29838716568363866,0.3177500579941485,-0.9
139,-0.3177500579941484,0.29838716568363866,-0.9
140,-0.33585893599194855,0.27784667555030446,-0.9
141,-0.35264233220874086,0.2562096515246449,-0.9
142,-0.36803401024726207,0.23356148505547342,-0.9
143,-0.38197322618608315,0.20999155810888037,-0.9
144,-0.3944049683081152,0.18559289041844923,-0.9
145,-0.40528017420672574,0.16046177237886264,-0.9
146,-0.4145559244126418,0.1346973850317073,-0.9
147,-0.42219561177748754,0.10840140864321367,-0.9
148,-0.42816908594547526,0.08167762141869774,-0.9
149,-0.43245277234308466,0.054631489937398345,-0.9
150,-0.43502976521713466,0.027369752924069495,-0.9
151,-0.4358898943540673,5.3381116390138644e-17,-0.9
152,-0.4350297652171347,-0.027369752924069388,-0.9
153,-0.43245277234308466,-0.05463148993739825,-0.9
154,-0.42816908594547526,-0.08167762141869783,-0.9
155,-0.4221956117774876,-0.10840140864321339,-0.9
156,-0.41455592441264183,-0.1346973850317072,-0.9
157,-0.4052801742067258,-0.16046177237886255,-0.9
158,-0.39440496830811533,-0.18559289041844895,-0.9
159,-0.3819732261860831,-0.20999155810888048,-0.9
160,-0.36803401024726223,-0.23356148505547317,-0.9
161,-0.3526423322087411,-0.25620965152464464,-0.9
162,-0.3358589359919486,-0.2778466755503044,-0.9
163,-0.3177500579941487,-0.2983871656836385,-0.9
164,-0.2983871656836386,-0.31775005799414857,-0.9
165,-0.27784667555030435,-0.33585893599194866,-0.9
166,-0.2562096515246449,-0.35264233220874086,-0.9
167,-0.2335614850554731,-0.36803401024726223,-0.9
168,-0.20999155810888043,-0.3819732261860831,-0.9
169,-0.18559289041844892,-0.39440496830811533,-0.9
170,-0.16046177237886247,-0.40528017420672585,-0.9
171,-0.1346973850317073,-0.4145559244126417,-0.9
172,-0.10840140864321332,-0.4221956117774876,-0.9
173,-0.08167762141869776,-0.4281690859454753,-0.9
174,-0.05463148993739838,-0.43245277234308466,-0.9
175,-0.027369752924069325,-0.4350297652171347,-0.9
176,-8.007167458520796e-17,-0.4358898943540673,-0.9
177,0.027369752924069176,-0.4350297652171347,-0.9
178,0.05463148993739821,-0.43245277234308466,-0.9
179,0.0816776214186976,-0.42816908594547537,-0.9
180,0.10840140864321356,-0.42219561177748754,-0.9
181,0.13469738503170717,-0.41455592441264183,-0.9
182,0.16046177237886233,-0.4052801742067259,-0.9
183,0.18559289041844876,-0.39440496830811544,-0.9
184,0.2099915581088806,-0.381973226186083,-0.9
185,0.2335614850554733,-0.36803401024726207,-0.9
186,0.25620965152464475,-0.35264233220874097,-0.9
187,0.2778466755503042,-0.33585893599194877,-0.9
188,0.29838716568363827,-0.3177500579941488,-0.9
189,0.3177500579941484,-0.2983871656836387,-0.9
190,0.3358589359919486,-0.27784667555030435,-0.9
191,0.35264233220874086,-0.2562096515246449,-0.9
192,0.368034010247262,-0.23356148505547347,-0.9
193,0.38197322618608287,-0.20999155810888076,-0.9
194,0.3944049683081152,-0.18559289041844929,-0.9
195,0.4052801742067258,-0.1604617723788625,-0.9
196,0.4145559244126417,-0.13469738503170733,-0.9
197,0.42219561177748754,-0.10840140864321372,-0.9
198,0.42816908594547526,-0.08167762141869779,-0.9
199,0.4324527723430846,-0.0546314899373984,-0.9
200,0.4350297652171347,-0.027369752924069356,-0.9
201,0.526782687642637,0.0,-0.85
202,0.5257432023406331,0.03307695863612919,-0.85
203,0.5226288488082126,0.06602337762794656,-0.85
204,0.5174519179759555,0.09870923251147848,-0.85
205,0.5102328408247417,0.13100552715024638,-0.85
206,0.5010001077540045,0.16278480282408447,-0.85
207,0.48979015614313937,0.1939216412504782,-0.85
208,0.476647226549815,0.22429315955322696,-0.85
209,0.4616231881127028,0.25377949522501664,-0.85
210,0.4447773338476837,0.28226427916997604,-0.85
211,0.42617614664540304,0.30963509495933444,-0.85
212,0.405893036893674,0.33578392248770744,-0.85
213,0.3840080527602153,0.3606075642791035,-0.85
214,0.3606075642791036,0.3840080527602153,-0.85
215,0.3357839224877075,0.405893036893674,-0.85
216,0.30963509495933456,0.426176146645403,-0.85
217,0.28226427916997604,0.4447773338476837,-0.85
218,0.2537794952250166,0.46162318811270286,-0.85
219,0.22429315955322696,0.47664722654981506,-0.85
220,0.19392164125047825,0.4897901561431394,-0.85
221,0.1627848028240845,0.5010001077540045,-0.85
222,0.13100552715024635,0.5102328408247417,-0.85
223,0.09870923251147855,0.5174519179759555,-0.85
224,0.06602337762794667,0.5226288488082127,-0.85
225,0.03307695863612926,0.5257432023406331,-0.85
226,3.225613661338977e-17,0.526782687642637,-0.85
227,-0.0330769586361292,0.5257432023406332,-0.85
228,-0.06602337762794651,0.5226288488082126,-0.85
229,-0.09870923251147848,0.5174519179759555,-0.85
230,-0.1310055271502464,0.5102328408247417,-0.85
231,-0.1627848028240843,0.5010001077540045,-0.85
232,-0.19392164125047812,0.4897901561431395,-0.85
233,-0.224293159553227,0.47664722654981506,-0.85
234,-0.2537794952250167,0.4616231881127028,-0.85
235,-0.28226427916997615,0.44477733384768364,-0.85
236,-0.30963509495933433,0.42617614664540304,-0.85
237,-0.33578392248770744,0.405893036893674,-0.85
238,-0.3606075642791036,0.38400805276021527,-0.85
239,-0.38400805276021516,0.3606075642791037,-0.85
240,-0.40589303689367395,0.3357839224877075,-0.85
241,-0.426176146645403,0.3096350949593345,-0.85
242,-0.4447773338476836,0.2822642791699762,-0.85
243,-0.46162318811270286,0.2537794952250166,-0.85
244,-0.47664722654981495,0.22429315955322707,-0.85
245,-0.48979015614313937,0.19392164125047828,-0.85
246,-0.5010001077540045,0.16278480282408453,-0.85
247,-0.5102328408247416,0.1310055271502466,-0.85
248,-0.5174519179759555,0.09870923251147845,-0.85
249,-0.5226288488082126,0.0660233776279467,-0.85
250,-0.5257432023406331,0.0330769586361293,-0.85
251,-0.526782687642637,6.451227322677955e-17,-0.85
252,-0.5257432023406332,-0.03307695863612917,-0.85
253,-0.5226288488082126,-0.06602337762794659,-0.85
254,-0.5174519179759555,-0.09870923251147858,-0.85
255,-0.5102328408247417,-0.13100552715024627,-0.85
256,-0.5010001077540045,-0.16278480282408442,-0.85
257,-0.4897901561431394,-0.1939216412504782,-0.85
258,-0.4766472265498151,-0.22429315955322673,-0.85
259,-0.4616231881127028,-0.2537794952250167,-0.85
260,-0.4447773338476838,-0.28226427916997593,-0.85
261,-0.4261761466454032,-0.30963509495933417,-0.85
262,-0.405893036893674,-0.33578392248770744,-0.85
263,-0.3840080527602155,-0.3606075642791034,-0.85
264,-0.3606075642791035,-0.3840080527602153,-0.85
265,-0.3357839224877074,-0.40589303689367406,-0.85
266,-0.30963509495933456,-0.426176146645403,-0.85
267,-0.2822642791699759,-0.4447773338476838,-0.85
268,-0.25377949522501664,-0.4616231881127028,-0.85
269,-0.22429315955322668,-0.4766472265498151,-0.85
270,-0.19392164125047812,-0.4897901561431395,-0.85
271,-0.16278480282408456,-0.5010001077540044,-0.85
272,-0.1310055271502462,-0.5102328408247417,-0.85
273,-0.09870923251147849,-0.5174519179759555,-0.85
274,-0.06602337762794674,-0.5226288488082126,-0.85
275,-0.03307695863612909,-0.5257432023406332,-0.85
276,-9.676840984016931e-17,-0.526782687642637,-0.85
277,0.03307695863612891,-0.5257432023406332,-0.85
278,0.06602337762794655,-0.5226288488082126,-0.85
279,0.0987092325114783,-0.5174519179759556,-0.85
280,0.13100552715024646,-0.5102328408247417,-0.85
281,0.1627848028240844,-0.5010001077540045,-0.85
282,0.19392164125047792,-0.48979015614313953,-0.85
283,0.2242931595532265,-0.47664722654981523,-0.85
284,0.25377949522501686,-0.4616231881127027,-0.85
285,0.2822642791699761,-0.44477733384768364,-0.85
286,0.3096350949593343,-0.4261761466454031,-0.85
287,0.3357839224877072,-0.4058930368936742,-0.85
288,0.3606075642791032,-0.38400805276021566,-0.85
289,0.38400805276021516,-0.36060756427910373,-0.85
290,0.405893036893674,-0.3357839224877074,-0.85
291,0.42617614664540293,-0.30963509495933456,-0.85
292,0.44477733384768353,-0.28226427916997626,-0.85
293,0.4616231881127026,-0.253779495225017,-0.85
294,0.47664722654981495,-0.22429315955322712,-0.85
295,0.4897901561431394,-0.19392164125047814,-0.85
296,0.5010001077540044,-0.16278480282408458,-0.85
297,0.5102328408247416,-0.13100552715024666,-0.85
298,0.5174519179759555,-0.09870923251147852,-0.85
299,0.5226288488082126,-0.06602337762794679,-0.85
300,0.5257432023406332,-0.03307695863612913,-0.85
301,0.5999999999999999,0.0,-0.8
302,0.5988160370569628,0.03767431171758802,-0.8
303,0.5952688207886865,0.07519994013858254,-0.8
304,0.589372350437213,0.11242878875143475,-0.8
305,0.5811498966771786,0.1492139322989129,-0.8
306,0.570633909777092,0.18541019662496844,-0.8
307,0.5578658915329506,0.22087473161080673,-0.8
308,0.5428962314796115,0.25546757493904354,-0.8
309,0.525784008026318,0.2890522044610291,-0.8
310,0.506596755301209,0.32149607698739785,-0.8
311,0.4854101966249684,0.3526711513754837,-0.8
312,0.4623079456654735,0.3824543938492137,-0.8
313,0.4373811764528469,0.4107282635572131,-0.8
314,0.41072826355721315,0.4373811764528469,-0.8
315,0.38245439384921376,0.4623079456654735,-0.8
316,0.3526711513754839,0.48541019662496837,-0.8
317,0.32149607698739785,0.506596755301209,-0.8
318,0.289052204461029,0.5257840080263181,-0.8
319,0.25546757493904354,0.5428962314796115,-0.8
320,0.2208747316108068,0.5578658915329506,-0.8
321,0.18541019662496847,0.570633909777092,-0.8
322,0.14921393229891283,0.5811498966771786,-0.8
323,0.11242878875143482,0.5893723504372131,-0.8
324,0.07519994013858267,0.5952688207886865,-0.8
325,0.0376743117175881,0.5988160370569628,-0.8
326,3.673940397442059e-17,0.5999999999999999,-0.8
327,-0.03767431171758803,0.5988160370569628,-0.8
328,-0.07519994013858247,0.5952688207886865,-0.8
329,-0.11242878875143475,0.5893723504372131,-0.8
330,-0.14921393229891292,0.5811498966771786,-0.8
331,-0.18541019662496827,0.5706339097770922,-0.8
332,-0.22087473161080665,0.5578658915329507,-0.8
333,-0.2554675749390436,0.5428962314796115,-0.8
334,-0.28905220446102914,0.525784008026318,-0.8
335,-0.321496076987398,0.5065967553012088,-0.8
336,-0.35267115137548366,0.4854101966249684,-0.8
337,-0.3824543938492137,0.4623079456654735,-0.8
338,-0.41072826355721315,0.43738117645284685,-0.8
339,-0.4373811764528467,0.4107282635572132,-0.8
340,-0.46230794566547345,0.38245439384921376,-0.8
341,-0.48541019662496837,0.3526711513754838,-0.8
342,-0.5065967553012088,0.32149607698739807,-0.8
343,-0.5257840080263181,0.289052204461029,-0.8
344,-0.5428962314796114,0.25546757493904365,-0.8
345,-0.5578658915329506,0.22087473161080684,-0.8
346,-0.570633909777092,0.1854101966249685,-0.8
347,-0.5811498966771785,0.14921393229891314,-0.8
348,-0.589372350437213,0.11242878875143472,-0.8
349,-0.5952688207886865,0.07519994013858271,-0.8
350,-0.5988160370569628,0.037674311717588144,-0.8
351,-0.5999999999999999,7.347880794884118e-17,-0.8
352,-0.5988160370569628,-0.03767431171758799,-0.8
353,-0.5952688207886865,-0.07519994013858257,-0.8
354,-0.589372350437213,-0.11242878875143485,-0.8
355,-0.5811498966771786,-0.14921393229891275,-0.8
356,-0.5706339097770922,-0.18541019662496835,-0.8
357,-0.5578658915329506,-0.22087473161080673,-0.8
358,-0.5428962314796116,-0.2554675749390433,-0.8
359,-0.525784008026318,-0.28905220446102914,-0.8
360,-0.5065967553012091,-0.32149607698739774,-0.8
361,-0.48541019662496865,-0.3526711513754835,-0.8
362,-0.4623079456654735,-0.3824543938492137,-0.8
363,-0.437381176452847,-0.4107282635572129,-0.8
364,-0.4107282635572131,-0.4373811764528469,-0.8
365,-0.38245439384921365,-0.46230794566547356,-0.8
366,-0.3526711513754839,-0.48541019662496837,-0.8
367,-0.3214960769873977,-0.5065967553012091,-0.8
368,-0.2890522044610291,-0.525784008026318,-0.8
369,-0.25546757493904326,-0.5428962314796116,-0.8
370,-0.22087473161080665,-0.5578658915329507,-0.8
371,-0.18541019662496852,-0.5706339097770919,-0.8
372,-0.14921393229891264,-0.5811498966771786,-0.8
373,-0.11242878875143476,-0.5893723504372131,-0.8
374,-0.07519994013858275,-0.5952688207886865,-0.8
375,-0.03767431171758791,-0.5988160370569628,-0.8
376,-1.1021821192326175e-16,-0.5999999999999999,-0.8
377,0.0376743117175877,-0.5988160370569628,-0.8
378,0.07519994013858253,-0.5952688207886865,-0.8
379,0.11242878875143454,-0.5893723504372131,-0.8
380,0.14921393229891297,-0.5811498966771785,-0.8
381,0.18541019662496833,-0.5706339097770922,-0.8
382,0.22087473161080642,-0.5578658915329509,-0.8
383,0.25546757493904304,-0.5428962314796117,-0.8
384,0.2890522044610293,-0.5257840080263179,-0.8
385,0.3214960769873979,-0.5065967553012088,-0.8
386,0.3526711513754836,-0.4854101966249685,-0.8
387,0.3824543938492134,-0.46230794566547373,-0.8
388,0.4107282635572127,-0.43738117645284724,-0.8
389,0.4373811764528467,-0.41072826355721326,-0.8
390,0.4623079456654735,-0.38245439384921365,-0.8
391,0.4854101966249683,-0.3526711513754839,-0.8
392,0.5065967553012087,-0.3214960769873981,-0.8
393,0.5257840080263178,-0.2890522044610296,-0.8
394,0.5428962314796114,-0.25546757493904376,-0.8
395,0.5578658915329506,-0.22087473161080667,-0.8
396,0.5706339097770919,-0.18541019662496858,-0.8
397,0.5811498966771785,-0.1492139322989132,-0.8
398,0.589372350437213,-0.1124287887514348,-0.8
399,0.5952688207886864,-0.07519994013858279,-0.8
400,0.5988160370569628,-0.03767431171758795,-0.8
401,0.6614378277661477,0.0,-0.75
402,0.6601326313041509,0.04153202484177691,-0.75
403,0.6562221929323085,0.08290014175568064,-0.75
404,0.649721945364365,0.12394108968354686,-0.75
405,0.6406575421077905,0.16449289875372997,-0.75
406,0.6290647562211062,0.20439552950218912,-0.75
407,0.6149893391339671,0.24349150447513818,-0.75
408,0.59848684008717,0.2816265297206109,-0.75
409,0.5796223869051776,0.3186501037161992,-0.75
410,0.5584704289663506,0.35441611132980444,-0.75
411,0.535114443385263,0.3887834004693104,-0.75
412,0.5096466055666685,0.4216163391454045,-0.75
413,0.48216742543128877,0.4527853507490748,-0.75
414,0.4527853507490749,0.48216742543128877,-0.75
415,0.42161633914540453,0.5096466055666685,-0.75
416,0.3887834004693106,0.5351144433852629,-0.75
417,0.35441611132980444,0.5584704289663506,-0.75
418,0.3186501037161991,0.5796223869051778,-0.75
419,0.2816265297206109,0.59848684008717,-0.75
420,0.24349150447513826,0.6149893391339672,-0.75
421,0.20439552950218914,0.6290647562211062,-0.75
422,0.16449289875372994,0.6406575421077905,-0.75
423,0.12394108968354693,0.6497219453643651,-0.75
424,0.08290014175568079,0.6562221929323085,-0.75
425,0.041532024841777,0.6601326313041509,-0.75
426,4.0501385930439555e-17,0.6614378277661477,-0.75
427,-0.04153202484177693,0.660132631304151,-0.75
428,-0.08290014175568057,0.6562221929323085,-0.75
429,-0.12394108968354686,0.6497219453643651,-0.75
430,-0.16449289875373,0.6406575421077905,-0.75
431,-0.20439552950218892,0.6290647562211064,-0.75
432,-0.24349150447513807,0.6149893391339674,-0.75
433,-0.281626529720611,0.59848684008717,-0.75
434,-0.31865010371619923,0.5796223869051776,-0.75
435,-0.3544161113298046,0.5584704289663506,-0.75
436,-0.38878340046931037,0.535114443385263,-0.75
437,-0.4216163391454045,0.5096466055666685,-0.75
438,-0.4527853507490749,0.4821674254312887,-0.75
439,-0.48216742543128854,0.45278535074907494,-0.75
440,-0.5096466055666684,0.42161633914540453,-0.75
441,-0.5351144433852629,0.3887834004693105,-0.75
442,-0.5584704289663505,0.35441611132980466,-0.75
443,-0.5796223869051778,0.3186501037161991,-0.75
444,-0.5984868400871699,0.28162652972061103,-0.75
445,-0.6149893391339671,0.2434915044751383,-0.75
446,-0.6290647562211062,0.2043955295021892,-0.75
447,-0.6406575421077904,0.16449289875373024,-0.75
448,-0.649721945364365,0.12394108968354682,-0.75
449,-0.6562221929323085,0.08290014175568082,-0.75
450,-0.6601326313041509,0.04153202484177705,-0.75
451,-0.6614378277661477,8.100277186087911e-17,-0.75
452,-0.660132631304151,-0.041532024841776885,-0.75
453,-0.6562221929323085,-0.08290014175568068,-0.75
454,-0.649721945364365,-0.12394108968354697,-0.75
455,-0.6406575421077905,-0.16449289875372983,-0.75
456,-0.6290647562211064,-0.20439552950218903,-0.75
457,-0.6149893391339672,-0.24349150447513818,-0.75
458,-0.5984868400871701,-0.28162652972061064,-0.75
459,-0.5796223869051776,-0.31865010371619923,-0.75
460,-0.5584704289663508,-0.3544161113298043,-0.75
461,-0.5351144433852633,-0.38878340046931015,-0.75
462,-0.5096466055666685,-0.4216163391454045,-0.75
463,-0.48216742543128893,-0.45278535074907467,-0.75
464,-0.4527853507490748,-0.48216742543128877,-0.75
465,-0.42161633914540436,-0.5096466055666685,-0.75
466,-0.3887834004693106,-0.5351144433852629,-0.75
467,-0.3544161113298042,-0.5584704289663508,-0.75
468,-0.3186501037161992,-0.5796223869051776,-0.75
469,-0.2816265297206106,-0.5984868400871701,-0.75
470,-0.24349150447513807,-0.6149893391339674,-0.75
471,-0.20439552950218923,-0.6290647562211061,-0.75
472,-0.16449289875372972,-0.6406575421077905,-0.75
473,-0.12394108968354688,-0.6497219453643651,-0.75
474,-0.08290014175568088,-0.6562221929323085,-0.75
475,-0.041532024841776795,-0.660132631304151,-0.75
476,-1.2150415779131866e-16,-0.6614378277661477,-0.75
477,0.041532024841776566,-0.660132631304151,-0.75
478,0.08290014175568063,-0.6562221929323085,-0.75
479,0.12394108968354663,-0.6497219453643652,-0.75
480,0.16449289875373005,-0.6406575421077905,-0.75
481,0.204395529502189,-0.6290647562211064,-0.75
482,0.24349150447513784,-0.6149893391339674,-0.75
483,0.28162652972061036,-0.5984868400871702,-0.75
484,0.31865010371619945,-0.5796223869051775,-0.75
485,0.3544161113298045,-0.5584704289663506,-0.75
486,0.3887834004693103,-0.5351144433852631,-0.75
487,0.42161633914540414,-0.5096466055666687,-0.75
488,0.45278535074907433,-0.48216742543128915,-0.75
489,0.48216742543128854,-0.452785350749075,-0.75
490,0.5096466055666685,-0.42161633914540436,-0.75
491,0.5351144433852629,-0.3887834004693106,-0.75
492,0.5584704289663504,-0.3544161113298047,-0.75
493,0.5796223869051773,-0.3186501037161997,-0.75
494,0.5984868400871699,-0.28162652972061114,-0.75
495,0.6149893391339672,-0.24349150447513812,-0.75
496,0.6290647562211061,-0.20439552950218925,-0.75
497,0.6406575421077904,-0.1644928987537303,-0.75
498,0.649721945364365,-0.12394108968354692,-0.75
499,0.6562221929323084,-0.08290014175568092,-0.75
500,0.660132631304151,-0.041532024841776836,-0.75
501,0.714142842854285,0.0,-0.7
502,0.7127336450843272,0.044841400120961356,-0.7
503,0.7085116132342509,0.08950583172173233,-0.7
504,0.7014934097349055,0.13381702469602247,-0.7
505,0.6917067322291908,0.1776001030090208,-0.7
506,0.6791902042621136,0.22068227485321157,-0.7
507,0.6639932228513027,0.2628935145786979,-0.7
508,0.6461757635395463,0.3040672337067645,-0.7
509,0.625808143698725,0.34404093837849564,-0.7
510,0.60297074501927,0.3826568706438007,-0.7
511,0.5777536962803541,0.4197626310599698,-0.7
512,0.5502565176527761,0.45521178014264985,-0.7
513,0.520587727938313,0.488864416295587,-0.7
514,0.48886441629558713,0.520587727938313,-0.7
515,0.4552117801426499,0.5502565176527761,-0.7
516,0.41976263105996997,0.577753696280354,-0.7
517,0.3826568706438007,0.60297074501927,-0.7
518,0.3440409383784956,0.6258081436987251,-0.7
519,0.3040672337067645,0.6461757635395464,-0.7
520,0.26289351457869803,0.6639932228513028,-0.7
521,0.2206822748532116,0.6791902042621136,-0.7
522,0.17760010300902077,0.6917067322291908,-0.7
523,0.13381702469602255,0.7014934097349056,-0.7
524,0.08950583172173249,0.7085116132342509,-0.7
525,0.04484140012096145,0.7127336450843272,-0.7
526,4.372863733177457e-17,0.714142842854285,-0.7
527,-0.04484140012096137,0.7127336450843273,-0.7
528,-0.08950583172173225,0.7085116132342509,-0.7
529,-0.13381702469602247,0.7014934097349056,-0.7
530,-0.17760010300902085,0.6917067322291908,-0.7
531,-0.22068227485321137,0.6791902042621137,-0.7
532,-0.2628935145786978,0.6639932228513029,-0.7
533,-0.30406723370676453,0.6461757635395464,-0.7
534,-0.34404093837849575,0.625808143698725,-0.7
535,-0.3826568706438009,0.60297074501927,-0.7
536,-0.41976263105996975,0.5777536962803541,-0.7
537,-0.45521178014264985,0.5502565176527761,-0.7
538,-0.48886441629558713,0.5205877279383129,-0.7
539,-0.5205877279383128,0.4888644162955872,-0.7
540,-0.550256517652776,0.4552117801426499,-0.7
541,-0.577753696280354,0.4197626310599699,-0.7
